Country,Year,FertilityRate,GDPperCapita ,LifeExpectancy ,MortalityRate,PopulationGrowth,CivilLiberties 
Algeria,1968,7.7,281.9,49.6,244.2,2.9,6
Algeria,1969,7.7,302.8,50,242,2.9,6
Algeria,1970,7.6,336.2,50.4,238.5,2.8,6
Algeria,1971,7.6,341.4,50.8,233.6,2.8,6
Algeria,1972,7.6,442.7,51.2,227.5,2.7,6
Algeria,1973,7.6,554.3,51.7,220.2,2.7,6
Algeria,1974,7.5,818,52.2,212.1,2.8,6
Algeria,1975,7.4,936.8,52.9,203.1,2.8,6
Algeria,1976,7.3,1037.6,53.7,193.8,2.8,6
Algeria,1977,7.2,1192.7,54.6,184,2.9,6
Algeria,1978,7.1,1456.4,55.7,173.8,2.9,6
Algeria,1979,7,1782.7,56.9,162.8,3,6
Algeria,1980,6.8,2203.1,58.2,150,3,6
Algeria,1981,6.6,2237.1,59.5,135.3,3.1,6
Algeria,1982,6.4,2210.3,60.8,119.2,3.1,6
Algeria,1983,6.2,2312.7,62,102.8,3.1,6
Algeria,1984,6,2467.3,63.1,87.3,3.1,6
Algeria,1985,5.8,2582.9,64.1,74.5,3,6
Algeria,1986,5.6,2757,64.9,65,2.9,6
Algeria,1987,5.4,2807.5,65.5,58.4,2.9,6
Algeria,1988,5.2,2417.4,66.1,53.9,2.8,6
Algeria,1989,5,2216,66.6,51,2.7,4
Algeria,1990,4.7,2408.8,66.9,49.1,2.6,4
Algeria,1991,4.5,1731.6,67.3,47.7,2.5,4
Algeria,1992,4.2,1776,67.6,46.6,2.4,6
Algeria,1993,4,1807.3,67.9,45.5,2.2,6
Algeria,1994,3.7,1507.9,68.2,44.4,2.1,7
Algeria,1995,3.4,1452.3,68.5,43.3,1.9,6
Algeria,1996,3.2,1603.9,68.9,42.3,1.8,6
Algeria,1997,3,1619.8,69.3,41.4,1.6,6
Algeria,1998,2.8,1596,69.7,40.7,1.5,5
Algeria,1999,2.6,1588.3,70.2,40.2,1.4,5
Algeria,2000,2.5,1765,70.6,39.7,1.4,5
Algeria,2001,2.4,1740.6,71.1,38.9,1.3,5
Algeria,2002,2.4,1781.8,71.6,37.8,1.3,5
Algeria,2003,2.4,2103.4,72.1,36.5,1.3,5
Australia,1968,2.9,2724.4,70.9,21.9,1.8,1
Australia,1969,2.9,2991.6,71,21.7,2.1,1
Australia,1970,2.9,3305.1,71,21.5,2,1
Australia,1971,3,3495.6,71.1,21,3.4,1
Australia,1972,2.7,3950.2,71.5,20.3,1.8,1
Australia,1973,2.5,4771.7,71.8,19.4,1.5,1
Australia,1974,2.4,6484.1,72.2,18.4,2.5,1
Australia,1975,2.1,7005.9,72.6,17.3,1.2,1
Australia,1976,2.1,7489.6,73,16.2,1,1
Australia,1977,2,7778.2,73.3,15.2,1.1,1
Australia,1978,1.9,8255.7,73.7,14.4,1.2,1
Australia,1979,1.9,9297.3,74,13.6,1.1,1
Australia,1980,1.9,10211.8,74.3,13,1.2,1
Australia,1981,1.9,11854.6,74.7,12.5,1.6,1
Australia,1982,1.9,12788.5,74.9,12.2,1.7,1
Australia,1983,1.9,11538.4,75.1,11.9,1.3,1
Australia,1984,1.8,12454.6,75.4,11.6,1.1,1
Australia,1985,1.9,11459.2,75.6,11.3,1.4,1
Australia,1986,1.9,11384.9,75.9,11,1.6,1
Australia,1987,1.8,11645.5,76.2,10.6,1.5,1
Australia,1988,1.8,14279.2,76.4,10.2,1.6,1
Australia,1989,1.8,17828,76.7,9.7,1.7,1
Australia,1990,1.9,18243.5,77,9.2,1.5,1
Australia,1991,1.8,18855.8,77.3,8.7,1.3,1
Australia,1992,1.9,18604.2,77.4,8.2,1.2,1
Australia,1993,1.9,17667.2,77.9,7.7,1,1
Australia,1994,1.8,18079.4,77.9,7.3,1.1,1
Australia,1995,1.8,20358.3,77.8,7,1.2,1
Australia,1996,1.8,21904.3,78.1,6.8,1.3,1
Australia,1997,1.8,23509.4,78.5,6.6,1.1,1
Australia,1998,1.8,21346,78.6,6.4,1,1
Australia,1999,1.8,20559,78.9,6.3,1.1,1
Australia,2000,1.8,21697.7,79.2,6.2,1.2,1
Australia,2001,1.7,19527.3,79.6,6.1,1.3,1
Australia,2002,1.8,20117.8,79.9,6,1.2,1
Australia,2003,1.7,23492.4,80.2,5.9,1.2,1
Bahrain,1968,6.9,8537.7,61.6,93.5,2.3,6
Bahrain,1969,6.7,8537.7,62.6,84.5,2.6,6
Bahrain,1970,6.5,8537.7,63.4,76.3,3.1,6
Bahrain,1971,6.3,8537.7,64.3,68.9,3.6,6
Bahrain,1972,6.1,8537.7,65,62.3,3.9,6
Bahrain,1973,5.9,8537.7,65.8,56.5,4.4,5
Bahrain,1974,5.7,8537.7,66.4,51.5,5,5
Bahrain,1975,5.6,8537.7,67,47,5.6,4
Bahrain,1976,5.4,8537.7,67.6,43.2,6.3,4
Bahrain,1977,5.3,8537.7,68.2,39.9,6.6,4
Bahrain,1978,5.2,8537.7,68.7,37,6.5,4
Bahrain,1979,5,8537.7,69.1,34.4,5.8,4
Bahrain,1980,4.9,8537.7,69.6,32.2,4.9,4
Bahrain,1981,4.8,9269.3,70,30.3,3.9,5
Bahrain,1982,4.7,9446.1,70.3,28.7,3.1,5
Bahrain,1983,4.6,9421.4,70.7,27.3,2.7,5
Bahrain,1984,4.5,9590.5,71,26.1,2.7,5
Bahrain,1985,4.4,8706.8,71.2,25,3,5
Bahrain,1986,4.2,7041.6,71.5,24.2,3.3,5
Bahrain,1987,4.1,7554.9,71.7,23.7,3.5,5
Bahrain,1988,4,7958.7,72,23.4,3.5,5
Bahrain,1989,3.9,8031,72.2,23.2,3.4,5
Bahrain,1990,3.7,8529.1,72.4,23,3,5
Bahrain,1991,3.6,9055.6,72.6,22.7,2.8,5
Bahrain,1992,3.5,9082.8,72.8,22.1,2.6,5
Bahrain,1993,3.4,9698.2,73,21.1,2.5,6
Bahrain,1994,3.2,10130.4,73.2,19.7,2.5,6
Bahrain,1995,3.1,10377,73.4,18.1,2.5,6
Bahrain,1996,3.1,10544.8,73.6,16.6,2.6,6
Bahrain,1997,3,10672.2,73.8,15.2,2.8,6
Bahrain,1998,2.9,10076.3,74,14,3.1,6
Bahrain,1999,2.9,10401.6,74.2,13.1,3.7,6
Bahrain,2000,2.8,13636.4,74.4,12.5,4.3,6
Bahrain,2001,2.7,12868.2,74.6,12,4.8,5
Bahrain,2002,2.7,13049.9,74.8,11.6,5.2,5
Bahrain,2003,2.6,14222,75,11.3,5.8,5
Bangladesh,1968,6.9,122.8,47.9,229.7,3.1,2
Bangladesh,1969,6.9,135.1,47.4,228.7,2.9,2
Bangladesh,1970,6.9,140,46.9,273.8,2.4,2
Bangladesh,1971,6.9,133.6,46.6,371.3,2,2
Bangladesh,1972,6.9,94.4,46.5,227.7,1.7,2
Bangladesh,1973,6.9,119.6,46.8,227.1,1.5,4
Bangladesh,1974,6.9,182,47.4,225.9,1.6,4
Bangladesh,1975,6.8,277.6,48.3,224.2,1.9,4
Bangladesh,1976,6.8,141.2,49.4,221.8,2.2,5
Bangladesh,1977,6.7,131.4,50.5,218.6,2.5,4
Bangladesh,1978,6.6,176,51.5,214.9,2.7,4
Bangladesh,1979,6.5,200.8,52.3,210.5,2.7,4
Bangladesh,1980,6.4,227.8,52.9,205.7,2.7,3
Bangladesh,1981,6.2,247.6,53.4,200.7,2.6,4
Bangladesh,1982,6.1,220.7,53.8,195.3,2.6,5
Bangladesh,1983,5.9,204.4,54.2,189.7,2.6,5
Bangladesh,1984,5.7,214,54.7,183.9,2.6,5
Bangladesh,1985,5.5,245.5,55.2,177.8,2.6,5
Bangladesh,1986,5.3,233.7,55.8,171.5,2.6,5
Bangladesh,1987,5.1,254,56.4,165.1,2.6,5
Bangladesh,1988,4.9,270.7,57,158.7,2.6,5
Bangladesh,1989,4.7,285.8,57.6,152.4,2.5,4
Bangladesh,1990,4.5,306.3,58.2,146.1,2.4,5
Bangladesh,1991,4.3,293.2,58.9,139.8,2.3,3
Bangladesh,1992,4.1,293.6,59.6,133.5,2.2,3
Bangladesh,1993,4,300.6,60.4,127.2,2.2,4
Bangladesh,1994,3.8,299.5,61.2,120.9,2.1,4
Bangladesh,1995,3.7,329.4,62,114.7,2.1,4
Bangladesh,1996,3.6,394.7,62.8,108.6,2.1,4
Bangladesh,1997,3.5,401.5,63.6,102.6,2.1,4
Bangladesh,1998,3.4,407.4,64.3,96.8,2.1,4
Bangladesh,1999,3.3,409.5,64.9,91.3,2,4
Bangladesh,2000,3.2,418.1,65.4,86,2,4
Bangladesh,2001,3.1,415,66,81.1,1.9,4
Bangladesh,2002,3,413.1,66.4,76.5,1.8,4
Bangladesh,2003,2.9,446.3,66.9,72.3,1.7,4
Barbados,1968,3.5,1274.5,68.2,52.8,0.2,1
Barbados,1969,3.3,1274.5,68.4,50.3,0.3,1
Barbados,1970,3.1,1274.5,68.7,47.9,0.4,1
Barbados,1971,2.9,1274.5,68.9,45.5,0.5,1
Barbados,1972,2.8,1274.5,69.1,43.1,0.6,1
Barbados,1973,2.6,1274.5,69.4,40.8,0.6,1
Barbados,1974,2.5,1274.5,69.8,38.6,0.6,1
Barbados,1975,2.4,1633.8,70.1,36.4,0.6,1
Barbados,1976,2.3,1760.7,70.5,34.3,0.6,1
Barbados,1977,2.2,1988.9,70.9,32.3,0.5,1
Barbados,1978,2.1,2209.8,71.4,30.4,0.5,1
Barbados,1979,2.1,2667.1,71.8,28.6,0.5,1
Barbados,1980,2,4010.8,72.2,26.9,0.4,2
Barbados,1981,2,4398.8,72.6,25.5,0.4,2
Barbados,1982,1.9,4581,73,24.4,0.3,1
Barbados,1983,1.9,4851.1,73.3,23.4,0.3,1
Barbados,1984,1.9,5271.7,73.6,22.6,0.3,1
Barbados,1985,1.8,5500.4,73.8,21.9,0.3,1
Barbados,1986,1.8,6019.7,74,21.2,0.3,1
Barbados,1987,1.8,6605.8,74.2,20.4,0.3,1
Barbados,1988,1.8,6999.9,74.4,19.7,0.4,1
Barbados,1989,1.8,7717.2,74.5,18.9,0.4,1
Barbados,1990,1.7,7711.3,74.7,18.1,0.4,1
Barbados,1991,1.7,7714.7,74.9,17.4,0.4,1
Barbados,1992,1.7,7444.2,75.1,16.6,0.4,1
Barbados,1993,1.7,7819.6,75.3,16,0.4,1
Barbados,1994,1.7,8121.6,75.6,15.5,0.4,1
Barbados,1995,1.7,8335.9,75.9,15.2,0.4,1
Barbados,1996,1.7,8851,76.1,14.9,0.4,1
Barbados,1997,1.7,9316,76.4,14.8,0.4,1
Barbados,1998,1.8,10459.4,76.7,14.8,0.4,1
Barbados,1999,1.8,10914.3,76.9,14.9,0.4,1
Barbados,2000,1.8,11268.4,77.2,15.1,0.4,1
Barbados,2001,1.8,11209.4,77.4,15.3,0.4,1
Barbados,2002,1.8,11361.5,77.5,15.5,0.3,1
Barbados,2003,1.8,11699.4,77.7,15.7,0.3,1
Belgium,1968,2.3,2222.4,70.7,25.5,0.4,1
Belgium,1969,2.3,2458.1,70.8,24.8,0.3,1
Belgium,1970,2.3,2765.9,71,24,0.1,1
Belgium,1971,2.2,3082.9,71.1,23.1,0.2,1
Belgium,1972,2.1,3831.6,71.4,22,0.4,1
Belgium,1973,2,4901,71.6,20.8,0.3,1
Belgium,1974,1.8,5733.8,72,19.6,0.3,1
Belgium,1975,1.7,6701.4,72,18.5,0.3,1
Belgium,1976,1.7,7243,72.1,17.5,0.2,1
Belgium,1977,1.7,8426.9,72.8,16.7,0.1,1
Belgium,1978,1.7,10289.8,72.7,15.9,0.1,1
Belgium,1979,1.7,11810.6,73.2,15.2,0.1,1
Belgium,1980,1.7,12864,73.2,14.6,0.1,1
Belgium,1981,1.7,10622.8,73.6,13.9,0,1
Belgium,1982,1.6,9343.9,73.9,13.3,0,1
Belgium,1983,1.6,8846.2,73.9,12.7,0,1
Belgium,1984,1.5,8457.3,74.4,12.2,0,1
Belgium,1985,1.5,8750.8,74.5,11.7,0,1
Belgium,1986,1.5,12170,74.7,11.4,0,1
Belgium,1987,1.5,15135.9,75.4,11,0.1,1
Belgium,1988,1.6,16391.1,75.6,10.7,0.3,1
Belgium,1989,1.6,16525.1,75.6,10.3,0.4,1
Belgium,1990,1.6,20600.4,76.1,10,0.3,1
Belgium,1991,1.7,21041.7,76.2,9.7,0.4,1
Belgium,1992,1.7,23372.6,76.4,9.3,0.4,1
Belgium,1993,1.6,22283.9,76.3,8.8,0.4,1
Belgium,1994,1.6,24208.6,76.7,8.2,0.3,1
Belgium,1995,1.6,28413.8,76.8,7.6,0.2,1
Belgium,1996,1.6,27489.6,77.2,7.1,0.2,2
Belgium,1997,1.6,24820.9,77.4,6.6,0.2,2
Belgium,1998,1.6,25338.4,77.5,6.3,0.2,2
Belgium,1999,1.6,25244.3,77.6,6,0.2,2
Belgium,2000,1.7,23041.5,77.7,5.8,0.2,2
Belgium,2001,1.7,22995.2,78,5.6,0.3,2
Belgium,2002,1.7,24887.6,78.1,5.4,0.4,1
Belgium,2003,1.7,30587.7,78.1,5.2,0.4,1
Brazil,1968,5.3,375.4,58,139.7,2.6,5
Brazil,1969,5.1,400.8,58.5,136.5,2.6,5
Brazil,1970,5,445,58.9,133.1,2.5,5
Brazil,1971,4.8,501.3,59.3,129.7,2.5,5
Brazil,1972,4.7,585.2,59.7,126.3,2.4,5
Brazil,1973,4.6,817.5,60.1,122.9,2.4,5
Brazil,1974,4.5,1048.6,60.5,119.5,2.4,5
Brazil,1975,4.4,1205.1,60.9,116.1,2.4,4
Brazil,1976,4.3,1395.1,61.2,112.6,2.4,5
Brazil,1977,4.3,1568.5,61.6,108.9,2.4,5
Brazil,1978,4.2,1739.7,61.9,104.9,2.4,5
Brazil,1979,4.1,1877.7,62.3,100.7,2.4,4
Brazil,1980,4,1966.9,62.6,96.3,2.4,3
Brazil,1981,3.9,2088,63,91.9,2.4,3
Brazil,1982,3.8,2144.8,63.3,87.7,2.3,3
Brazil,1983,3.7,1465.1,63.7,83.8,2.3,3
Brazil,1984,3.6,1422.7,64,80.3,2.2,3
Brazil,1985,3.5,1558.9,64.4,77,2.2,2
Brazil,1986,3.3,1857.1,64.8,74,2.1,2
Brazil,1987,3.2,2009,65.2,71.2,2,2
Brazil,1988,3.1,2146.8,65.6,68.5,1.9,3
Brazil,1989,3,2371.6,65.9,65.8,1.9,2
Brazil,1990,2.9,2622.3,66.3,63.1,1.8,3
Brazil,1991,2.8,2259.2,66.7,60.4,1.8,3
Brazil,1992,2.8,2127.5,67.1,57.4,1.7,3
Brazil,1993,2.7,2348.1,67.5,54.3,1.7,4
Brazil,1994,2.6,3295.2,67.9,51.1,1.6,4
Brazil,1995,2.6,4748.4,68.3,48,1.6,4
Brazil,1996,2.5,5166.2,68.7,45,1.6,4
Brazil,1997,2.5,5282,69.1,42.2,1.6,4
Brazil,1998,2.4,5087.1,69.4,39.6,1.5,4
Brazil,1999,2.4,3479.8,69.8,37.1,1.5,4
Brazil,2000,2.3,3749.9,70.1,34.7,1.4,3
Brazil,2001,2.2,3160.2,70.5,32.5,1.4,3
Brazil,2002,2.2,2839.5,70.8,30.4,1.3,3
Brazil,2003,2.1,3070.4,71.2,28.4,1.3,3
Brunei Darussalam,1968,5.9,1364.1,61.4,60.8,4.7,6
Brunei Darussalam,1969,5.8,1304.3,62,57.6,4.7,6
Brunei Darussalam,1970,5.7,1382.5,62.6,54,4.7,6
Brunei Darussalam,1971,5.6,1455.9,63.1,50.1,4.6,6
Brunei Darussalam,1972,5.5,1907,63.7,45.9,4.6,6
Brunei Darussalam,1973,5.4,2916.1,64.2,41.6,4.5,5
Brunei Darussalam,1974,5.2,6923.2,64.7,37.5,4.3,5
Brunei Darussalam,1975,5,7228,65.2,33.7,4.1,5
Brunei Darussalam,1976,4.8,8461.9,65.7,30.4,4,5
Brunei Darussalam,1977,4.6,9917.3,66.2,27.4,3.8,5
Brunei Darussalam,1978,4.4,10715.2,66.6,24.9,3.6,6
Brunei Darussalam,1979,4.2,14945.8,67,22.6,3.5,6
Brunei Darussalam,1980,4.1,25422,67.4,20.7,3.3,6
Brunei Darussalam,1981,3.9,21828.1,67.8,19,3.1,6
Brunei Darussalam,1982,3.8,20693.8,68.1,17.6,3,6
Brunei Darussalam,1983,3.8,18129.2,68.4,16.5,2.9,6
Brunei Darussalam,1984,3.7,17337,68.7,15.6,2.8,6
Brunei Darussalam,1985,3.6,15699.6,69,14.8,2.8,5
Brunei Darussalam,1986,3.5,10214,69.2,14.2,2.8,5
Brunei Darussalam,1987,3.5,11594.6,69.5,13.8,2.8,5
Brunei Darussalam,1988,3.4,11009.3,69.7,13.5,2.8,6
Brunei Darussalam,1989,3.4,11872.7,69.9,13.3,2.8,6
Brunei Darussalam,1990,3.3,13607.9,70.2,13.3,2.8,5
Brunei Darussalam,1991,3.2,13905.2,70.4,13.3,2.9,5
Brunei Darussalam,1992,3.1,15274.7,70.7,13.2,2.8,6
Brunei Darussalam,1993,3,14575.6,71,13.1,2.8,6
Brunei Darussalam,1994,2.9,14121,71.2,12.8,2.7,6
Brunei Darussalam,1995,2.8,15933.5,71.5,12.4,2.6,5
Brunei Darussalam,1996,2.7,16793.4,71.7,12,2.5,5
Brunei Darussalam,1997,2.6,16660.1,72,11.5,2.4,5
Brunei Darussalam,1998,2.5,12694.1,72.3,11.1,2.3,5
Brunei Darussalam,1999,2.4,14101.2,72.5,10.7,2.2,5
Brunei Darussalam,2000,2.3,18012.5,72.8,10.3,2.1,5
Brunei Darussalam,2001,2.3,16472,73.1,10.1,2,5
Brunei Darussalam,2002,2.2,16850.4,73.3,9.8,2,5
Brunei Darussalam,2003,2.2,18560.5,73.6,9.7,1.9,5
China,1968,6.2,91.5,55.8,118.4,2.6,7
China,1969,6,100.1,57.6,118.4,2.7,7
China,1970,5.7,113.2,59.1,112.5,2.8,7
China,1971,5.4,118.7,60.3,106.8,2.7,7
China,1972,5,131.9,61.3,101.3,2.5,7
China,1973,4.6,157.1,62.3,95.7,2.3,7
China,1974,4.2,160.1,63.1,90.2,2.1,7
China,1975,3.9,178.3,63.9,84.7,1.8,7
China,1976,3.5,165.4,64.6,79.4,1.5,7
China,1977,3.2,185.4,65.3,74.5,1.4,7
China,1978,2.9,156.4,65.9,70,1.3,6
China,1979,2.7,184,66.4,66,1.3,6
China,1980,2.6,194.8,66.8,62.6,1.3,6
China,1981,2.5,197.1,67.3,59.9,1.3,6
China,1982,2.5,203.3,67.6,57.6,1.5,6
China,1983,2.6,225.4,67.9,55.9,1.4,6
China,1984,2.6,250.7,68.2,54.8,1.3,6
China,1985,2.7,294.5,68.5,54.2,1.4,6
China,1986,2.7,281.9,68.7,53.9,1.5,6
China,1987,2.6,251.8,68.8,53.9,1.6,6
China,1988,2.6,283.5,69,54,1.6,6
China,1989,2.5,310.9,69.1,54,1.5,7
China,1990,2.3,317.9,69.1,53.7,1.5,7
China,1991,2.1,333.1,69.2,53.2,1.4,7
China,1992,2,366.5,69.4,52.2,1.2,7
China,1993,1.8,377.4,69.5,50.9,1.1,7
China,1994,1.7,473.5,69.7,49.3,1.1,7
China,1995,1.7,609.7,69.9,47.5,1.1,7
China,1996,1.6,709.4,70.1,45.6,1,7
China,1997,1.6,781.7,70.4,43.5,1,7
China,1998,1.6,828.6,70.7,41.4,1,6
China,1999,1.6,873.3,71.1,39.1,0.9,6
China,2000,1.6,959.4,71.4,36.7,0.8,6
China,2001,1.6,1053.1,71.7,34.1,0.7,6
China,2002,1.6,1148.5,72.1,31.5,0.7,6
China,2003,1.6,1288.6,72.4,28.8,0.6,6
Denmark,1968,2.1,2776.1,73.1,18.1,0.6,7
Denmark,1969,2,3151.1,73.2,17.4,0.6,7
Denmark,1970,2,3464.5,73.3,16.7,0.8,7
Denmark,1971,2,3845.5,73.4,15.8,0.7,7
Denmark,1972,2,4654.3,73.4,14.9,0.6,7
Denmark,1973,1.9,6119.4,73.7,13.9,0.6,7
Denmark,1974,1.9,6770.8,73.8,13.1,0.5,7
Denmark,1975,1.9,7999.1,74.1,12.3,0.3,7
Denmark,1976,1.8,8787.6,73.7,11.6,0.3,7
Denmark,1977,1.7,9783.9,74.6,11.1,0.3,6
Denmark,1978,1.7,11826,74.4,10.6,0.3,6
Denmark,1979,1.6,13752,74.2,10.3,0.2,6
Denmark,1980,1.6,13883.9,74.1,10,0.1,6
Denmark,1981,1.4,12081.8,74.2,9.7,0,6
Denmark,1982,1.4,11804.4,74.6,9.6,-0.1,6
Denmark,1983,1.4,11857.9,74.4,9.5,-0.1,6
Denmark,1984,1.4,11562.9,74.6,9.6,-0.1,6
Denmark,1985,1.5,12253.1,74.4,9.6,0,6
Denmark,1986,1.5,17201.1,74.6,9.7,0.1,6
Denmark,1987,1.5,21340.7,74.7,9.7,0.1,6
Denmark,1988,1.6,22527,74.8,9.6,0,6
Denmark,1989,1.6,21901.1,74.8,9.4,0.1,7
Denmark,1990,1.7,26891.4,74.8,9,0.2,7
Denmark,1991,1.7,27011.4,75.2,8.4,0.3,7
Denmark,1992,1.8,29569.7,75.2,7.9,0.3,7
Denmark,1993,1.8,27598,75.1,7.3,0.3,7
Denmark,1994,1.8,29995.6,75.4,6.9,0.3,7
Denmark,1995,1.8,35351.4,75.2,6.5,0.5,7
Denmark,1996,1.8,35650.7,75.6,6.2,0.6,7
Denmark,1997,1.8,32835.9,75.9,6,0.4,7
Denmark,1998,1.7,33368.1,76.1,5.9,0.4,7
Denmark,1999,1.7,33440.8,76.3,5.8,0.3,7
Denmark,2000,1.8,30743.5,76.6,5.7,0.3,7
Denmark,2001,1.7,30751.7,76.8,5.6,0.4,7
Denmark,2002,1.7,33228.7,76.9,5.5,0.3,7
Denmark,2003,1.8,40458.8,77.1,5.4,0.3,7
Egypt,1968,6.4,180.4,51.6,253.8,2.5,3
Egypt,1969,6.3,193.6,51.9,250,2.5,3
Egypt,1970,6.2,233,52.1,246.5,2.4,3
